,w1,w2,w3,spec
0,-19.412051917,-0.00800813779713,-0.0983234514231,8.29127050784
1,-19.3925762704,0.102175079139,-0.0181203629051,8.33645504456
2,-19.1860083489,0.0515907084754,-0.00837556175384,8.74941587378
3,-19.368805203,0.0653355038918,-0.0218811080547,8.74941587378
4,-19.1284797759,0.0406741615635,-0.0347037468452,8.74941587378
5,-19.207865554,0.020823706284,-0.0404695728078,8.33645504456
6,-19.1791484869,0.0609243613496,-0.0834588404151,8.17764285739
7,-19.0059806915,0.0176666799572,-0.0536393164529,7.82178951994
8,-19.0810221734,0.0752388524747,-0.0201206392272,8.106083968
9,-19.330361012,-0.0323872988255,-0.062449476485,7.47465180693
10,-19.1019368249,0.0456785940587,-0.0542166525236,7.82178951994
11,-19.2075427928,0.0770199119952,-0.0283696391306,8.106083968
12,-19.2734088611,0.0663082616549,-0.052230691059,7.5167353578
13,-19.2424301834,0.12928765856,0.00438242477626,9.12954404406
14,-19.1451265068,0.00150388371429,0.00190017314296,7.82178951994
15,-19.1164819187,0.0492611044007,-0.0116514559855,7.64793860207
16,-19.1670202733,0.0641284007474,-0.0685970502932,8.17764285739
17,-19.3746417902,-0.00425567673694,-0.0620673668671,7.64793860207
18,-19.0327967613,0.187511093719,-0.0150653391818,7.47465180693
19,-19.2981293984,0.00808705553302,-0.023287964543,7.64793860207
20,-19.1408353787,-0.00230281586983,0.00463642401706,7.93134141954
21,-19.2462060818,0.0557302121825,-0.0224529034335,8.17764285739
22,-19.2946962785,-0.00907419683538,-0.0328354081845,8.106083968
23,-19.2556602129,0.0245706231734,-0.0636866145079,7.12662246332
24,-19.0195257365,0.111856576388,-0.00307818858009,8.106083968
25,-19.2037772629,-0.0174112422145,-0.0361328555004,7.12662246332
26,-19.3427017063,-0.12962090065,-0.0257031943517,6.89959088008
27,-19.1771976091,0.112182547903,-0.0335793251215,7.93134141954
28,-19.1996920763,0.0250155192058,-0.0650745178922,9.58362495831
29,-19.258336208,0.0289062126762,-0.0593544209259,7.93134141954
30,-19.2361421429,0.00703237763547,0.00251957777785,7.47465180693
31,-19.0107255813,0.0315968635442,-0.037151654413,7.47465180693
32,-19.1391921214,0.0723586553903,-0.00260876886925,7.82178951994
33,-19.3553947225,0.0782357183066,-0.00137709020369,9.58362495831
34,-19.2118878909,0.015166975381,-0.00693296647546,9.58362495831
35,-19.347536531,0.0208014636838,-0.0232885380882,9.58362495831
36,-19.3342074915,0.00104931473242,-0.0253307138876,7.93134141954
37,-19.2740293459,-0.0254988175281,-0.0532828148277,8.33645504456
38,-19.2694577038,0.126707730642,-0.046998854291,9.12954404406
39,-19.3290226211,0.0608158318118,-0.00991348145836,9.58362495831
40,-19.4863129475,0.071304032169,-0.0012425877335,9.58362495831
41,-19.3572839437,0.0660232031361,-0.0531692827991,8.33645504456
42,-19.3850708476,0.061401023308,-0.0276631944796,9.58362495831
43,-19.0501101285,0.0811177211082,-0.0214183428136,9.58362495831
44,-19.4837638088,0.12658070811,0.0606629707656,9.12954404406
45,-19.2253863265,0.0627828044479,-0.0558668970873,8.74941587378
46,-19.1985969958,0.00233524815579,-0.0392366984029,7.47465180693
47,-19.0543453347,0.0974830546539,-0.0416688893884,7.93134141954
48,-19.1446812127,-0.0172998985655,-0.0723918039848,7.17801435496
49,-19.046981672,0.0901882351293,-0.0361605734573,8.1179837127
50,-19.1500833488,0.0149088010348,-0.0383328307662,8.29272626117
51,-19.1319201694,0.0415193309845,-0.0262217155111,7.93134141954
52,-19.0365143779,0.0644809721916,-0.0156477036113,8.29272626117
53,-18.9961917832,0.0480866956745,-0.0380124181183,8.47624908333
54,-19.2387779832,0.00575325634502,-0.0285019557593,7.93134141954
55,-19.2456060517,0.160751287141,-0.0187674814983,8.33645504456
56,-19.1721082173,0.0172261807122,0.00505846731469,7.82178951994
57,-19.5015354505,0.111732001721,-0.00819132554353,8.74941587378
58,-19.0743269148,-0.00468217242524,-0.050000540842,8.47624908333
59,-19.1973927935,-0.00302566552305,-0.0262891187107,7.82178951994
60,-18.9829815639,0.0632427463933,-0.0302560119801,7.47465180693
61,-19.3991911506,-0.0281315099856,-0.0622325414083,7.82178951994
62,-19.3176970439,-0.06960901267,-0.0892500727162,7.12662246332
63,-18.9549589638,0.127587707327,-0.112351771681,7.92056673622
64,-19.1024312743,0.0739793513423,-0.0138363580601,7.47465180693
65,-19.2563717049,0.299175946766,-0.0598892364556,8.43182381271
66,-19.212636915,0.0484032118299,-0.0114940959069,8.61487851944
67,-19.4415664148,-0.16644712836,-0.0758444447733,6.76096144397
68,-19.5133166562,0.0758966177872,0.00261964291087,9.58362495831
69,-19.1164300362,0.200268393781,-0.000969336689242,7.93134141954
70,-19.1179141747,0.0677114302717,0.014881156593,9.58362495831
71,-19.2172959666,0.0681597565635,0.0124748900095,8.92270266892
72,-19.3231135637,0.062182459776,-0.0279009684338,7.93134141954
